shipment_id,origin_hub,destination_hub,distance_km,duration_minutes,road_type,weather_condition,traffic_level,shipment_priority,weight_kg,departure_hour,day_of_week,historical_delay_minutes,current_risk_level,rerouted_before,destination_delay_rate,risk_level
SHIP-10182,Delhi Warehouse Central,Ujjain Hub,601.3,428,expressway,Cloudy,high,standard,331.34,21,Tuesday,34,high,0,0.1112,medium
SHIP-10183,Ujjain Hub,Jaipur Warehouse,703.65,744,state_road,Partly Cloudy,moderate,standard,280.21,13,Sunday,29,low,1,0.3023,low
SHIP-10184,Jaipur Warehouse,Agra Transit Hub,836.4,833,state_road,Clear,moderate,standard,434.75,0,Saturday,23,medium,0,0.1963,low
SHIP-10185,Gwalior Transit Hub,Ujjain Hub,247.48,230,state_road,Thunderstorm,low,express,484.65,23,Thursday,84,high,0,0.2436,critical
SHIP-10186,Jhansi Hub,Bhopal Central Hub,326.72,460,city_road,Clear,low,critical,498.57,4,Friday,11,medium,0,0.0898,medium
SHIP-10187,Jhansi Hub,Bhopal Central Hub,256.26,225,state_road,Rain,moderate,standard,341.96,23,Saturday,40,high,0,0.2881,high
SHIP-10188,Gwalior Transit Hub,Delhi Warehouse Central,574.25,899,city_road,Clear,very_high,standard,170.23,2,Thursday,53,high,0,0.0906,high
SHIP-10189,Gwalior Transit Hub,Jhansi Hub,956.31,1605,city_road,Cloudy,moderate,standard,437.47,21,Tuesday,32,medium,1,0.7113,high
SHIP-10190,Gwalior Transit Hub,Jaipur Warehouse,480.41,422,state_road,Clear,high,standard,327.52,0,Thursday,27,high,0,0.131,medium
SHIP-10191,Jhansi Hub,Delhi Warehouse Central,267.97,137,expressway,Clear,low,standard,162.34,16,Saturday,9,low,0,0.4607,low
SHIP-10192,Kota Transit Hub,Jhansi Hub,54.42,60,state_road,Clear,low,express,466.25,19,Monday,9,low,0,0.1688,low
SHIP-10193,Jhansi Hub,Bhopal Central Hub,208.29,153,highway,Cloudy,high,critical,374.08,11,Thursday,31,medium,1,0.0965,high
SHIP-10194,Ujjain Hub,Agra Transit Hub,938.22,480,expressway,Cloudy,moderate,express,226.96,12,Monday,29,medium,0,0.4302,medium
SHIP-10195,Delhi Warehouse Central,Jaipur Warehouse,232.44,301,city_road,Clear,moderate,standard,227.79,5,Sunday,22,medium,0,0.114,low
SHIP-10196,Indore Delivery Hub,Agra Transit Hub,741.27,1249,city_road,Fog,low,standard,497.97,2,Wednesday,64,high,0,0.0441,high
SHIP-10197,Kota Transit Hub,Ujjain Hub,455.58,313,expressway,Partly Cloudy,low,express,187.48,10,Friday,14,low,0,0.1687,low
SHIP-10198,Agra Transit Hub,Jhansi Hub,898.03,435,expressway,Cloudy,moderate,standard,47.95,10,Monday,28,medium,1,0.3892,medium
SHIP-10199,Indore Delivery Hub,Delhi Warehouse Central,775.98,912,state_road,Clear,high,standard,269.74,20,Saturday,27,medium,0,0.3352,medium
SHIP-10200,Delhi Warehouse Central,Gwalior Transit Hub,453.66,678,city_road,Cloudy,low,standard,442.54,9,Wednesday,12,low,0,0.5633,low
SHIP-10201,Ujjain Hub,Gwalior Transit Hub,801.83,490,highway,Rain,very_high,critical,292.68,10,Wednesday,107,high,0,0.066,critical
SHIP-10202,Ujjain Hub,Delhi Warehouse Central,881.18,841,state_road,Cloudy,low,express,396.75,15,Tuesday,11,low,1,0.4707,medium
SHIP-10203,Agra Transit Hub,Kota Transit Hub,196.19,122,expressway,Partly Cloudy,moderate,standard,28.38,19,Wednesday,20,medium,0,0.3288,low
SHIP-10204,Kota Transit Hub,Jaipur Warehouse,440.9,642,city_road,Clear,low,critical,337.02,9,Friday,10,low,0,0.285,low
SHIP-10205,Gwalior Transit Hub,Kota Transit Hub,844.3,589,expressway,Rain,moderate,express,40.52,11,Friday,63,high,0,0.165,high
SHIP-10206,Kota Transit Hub,Delhi Warehouse Central,396.87,278,expressway,Clear,low,standard,278.62,18,Friday,10,low,0,0.3528,low
SHIP-10207,Ujjain Hub,Kota Transit Hub,776.6,444,expressway,Partly Cloudy,low,standard,249.39,8,Friday,16,low,1,0.5119,low
SHIP-10208,Jhansi Hub,Delhi Warehouse Central,899.72,745,state_road,Clear,very_high,standard,472.86,3,Tuesday,59,high,0,0.0303,high
SHIP-10209,Delhi Warehouse Central,Bhopal Central Hub,652.03,455,highway,Partly Cloudy,high,standard,67.1,14,Thursday,40,medium,0,0.0182,medium
SHIP-10210,Agra Transit Hub,Gwalior Transit Hub,596.02,441,highway,Clear,high,express,5.74,22,Sunday,28,high,1,0.3628,high
SHIP-10211,Delhi Warehouse Central,Agra Transit Hub,794.42,1019,city_road,Heavy Rain,low,express,69.54,20,Saturday,59,high,0,0.0905,high
SHIP-10212,Bhopal Central Hub,Kota Transit Hub,806.69,578,expressway,Rain,very_high,standard,86.18,6,Saturday,60,high,0,0.5737,high
SHIP-10213,Bhopal Central Hub,Jaipur Warehouse,969.44,769,highway,Cloudy,moderate,express,126.2,4,Monday,22,high,0,0.1906,medium
SHIP-10214,Kota Transit Hub,Jaipur Warehouse,940.38,465,expressway,Clear,high,standard,407.73,18,Tuesday,40,medium,0,0.1456,medium
SHIP-10215,Ujjain Hub,Agra Transit Hub,233.9,389,city_road,Cloudy,low,standard,189.06,21,Saturday,18,medium,0,0.2269,low
SHIP-10216,Ujjain Hub,Jaipur Warehouse,307.14,205,expressway,Cloudy,low,express,420.54,14,Tuesday,19,low,0,0.4197,low
SHIP-10217,Gwalior Transit Hub,Indore Delivery Hub,666.19,594,highway,Cloudy,very_high,standard,136.69,5,Monday,67,high,0,0.2475,high
SHIP-10218,Gwalior Transit Hub,Kota Transit Hub,572.1,392,expressway,Clear,moderate,standard,430.41,19,Saturday,24,medium,0,0.4381,low
SHIP-10219,Gwalior Transit Hub,Kota Transit Hub,726.45,554,highway,Fog,high,standard,5.04,14,Monday,64,high,0,0.0998,high
SHIP-10220,Jhansi Hub,Delhi Warehouse Central,219.34,374,city_road,Cloudy,moderate,standard,467.33,16,Thursday,32,medium,0,0.4507,medium
SHIP-10221,Indore Delivery Hub,Ujjain Hub,712.82,408,expressway,Thunderstorm,moderate,standard,373.28,18,Thursday,96,critical,0,0.1622,high
SHIP-10222,Jaipur Warehouse,Bhopal Central Hub,713.2,557,highway,Clear,high,standard,206.95,2,Friday,42,high,0,0.6019,high
SHIP-10223,Indore Delivery Hub,Agra Transit Hub,238.41,381,city_road,Clear,moderate,standard,289.09,17,Sunday,24,low,0,0.0801,low
SHIP-10224,Delhi Warehouse Central,Agra Transit Hub,149.1,98,expressway,Clear,high,standard,466.58,9,Saturday,35,medium,0,0.3951,medium
SHIP-10225,Indore Delivery Hub,Jhansi Hub,535.47,760,city_road,Rain,low,standard,291.7,14,Thursday,35,medium,0,0.6719,medium
SHIP-10226,Jhansi Hub,Gwalior Transit Hub,600.07,509,highway,Partly Cloudy,low,standard,115.06,17,Thursday,14,low,1,0.3425,low
SHIP-10227,Delhi Warehouse Central,Gwalior Transit Hub,467.69,286,expressway,Heavy Rain,low,standard,286.86,23,Monday,68,high,0,0.495,high
SHIP-10228,Indore Delivery Hub,Kota Transit Hub,797.75,448,expressway,Heavy Rain,moderate,express,435.85,14,Sunday,84,high,0,0.1151,high
SHIP-10229,Jhansi Hub,Indore Delivery Hub,699.19,426,expressway,Light Rain,high,standard,493.74,23,Sunday,64,high,0,0.6423,high
SHIP-10230,Jaipur Warehouse,Gwalior Transit Hub,159.9,193,city_road,Light Rain,moderate,express,292.46,18,Wednesday,39,medium,0,0.0818,medium
SHIP-10231,Indore Delivery Hub,Jaipur Warehouse,678.86,941,city_road,Light Rain,moderate,standard,78.67,19,Friday,33,medium,0,0.3677,medium
SHIP-10232,Jhansi Hub,Ujjain Hub,377.11,288,highway,Light Rain,high,standard,386.1,4,Friday,63,high,1,0.5471,critical
SHIP-10233,Gwalior Transit Hub,Bhopal Central Hub,69.96,57,state_road,Partly Cloudy,low,express,498.46,10,Tuesday,9,low,0,0.2608,low
SHIP-10234,Ujjain Hub,Kota Transit Hub,253.16,164,expressway,Light Rain,high,standard,237.34,8,Thursday,51,medium,0,0.6713,high
SHIP-10235,Gwalior Transit Hub,Kota Transit Hub,890.22,530,expressway,Heavy Rain,very_high,standard,192.48,4,Thursday,99,critical,0,0.3268,critical
SHIP-10236,Ujjain Hub,Agra Transit Hub,487.68,302,highway,Partly Cloudy,low,standard,276.7,10,Monday,10,low,0,0.2037,low
SHIP-10237,Agra Transit Hub,Bhopal Central Hub,790.39,400,expressway,Thunderstorm,low,standard,83.22,21,Thursday,93,high,0,0.4282,high
SHIP-10238,Agra Transit Hub,Jaipur Warehouse,867.29,1072,city_road,Clear,low,standard,485.67,6,Tuesday,9,low,0,0.4914,low
SHIP-10239,Agra Transit Hub,Kota Transit Hub,698.66,910,city_road,Partly Cloudy,high,standard,419.33,1,Monday,45,high,0,0.2981,medium
SHIP-10240,Jaipur Warehouse,Jhansi Hub,952.46,643,expressway,Clear,low,standard,57.38,19,Sunday,8,low,0,0.364,low
SHIP-10241,Gwalior Transit Hub,Jaipur Warehouse,761.36,502,expressway,Clear,high,standard,472.6,21,Friday,28,medium,0,0.1514,low
SHIP-10242,Ujjain Hub,Kota Transit Hub,325.57,471,city_road,Rain,moderate,standard,471.47,19,Thursday,60,high,0,0.4285,high
SHIP-10243,Jhansi Hub,Delhi Warehouse Central,315.02,202,expressway,Thunderstorm,high,standard,158.86,20,Thursday,105,critical,0,0.1942,critical
SHIP-10244,Delhi Warehouse Central,Jhansi Hub,757.68,1253,city_road,Rain,high,express,309.95,18,Tuesday,82,high,0,0.5659,critical
SHIP-10245,Jhansi Hub,Gwalior Transit Hub,397.42,436,state_road,Fog,very_high,critical,56.27,17,Saturday,85,high,0,0.2265,critical
SHIP-10246,Delhi Warehouse Central,Jhansi Hub,802.17,759,state_road,Clear,low,standard,43.01,15,Sunday,9,low,0,0.6076,low
SHIP-10247,Bhopal Central Hub,Indore Delivery Hub,612.12,295,expressway,Clear,low,express,251.4,0,Sunday,12,medium,0,0.3318,medium
SHIP-10248,Jhansi Hub,Ujjain Hub,920.44,468,expressway,Cloudy,low,standard,25.79,2,Sunday,13,medium,0,0.2026,low
SHIP-10249,Indore Delivery Hub,Bhopal Central Hub,463.9,277,expressway,Heavy Rain,moderate,standard,437.57,8,Tuesday,95,high,0,0.1443,high
SHIP-10250,Indore Delivery Hub,Jhansi Hub,487.35,697,city_road,Clear,moderate,standard,464.12,16,Monday,18,low,0,0.1861,low
SHIP-10251,Kota Transit Hub,Gwalior Transit Hub,717.17,682,state_road,Fog,very_high,express,34.59,7,Friday,96,high,1,0.1151,critical
SHIP-10252,Gwalior Transit Hub,Indore Delivery Hub,965.44,944,state_road,Light Rain,high,standard,24.6,20,Saturday,41,high,0,0.1477,medium
SHIP-10253,Delhi Warehouse Central,Jhansi Hub,351.89,307,highway,Fog,low,express,111.49,15,Saturday,40,medium,0,0.102,medium
SHIP-10254,Delhi Warehouse Central,Kota Transit Hub,156.37,106,highway,Partly Cloudy,high,express,465.05,11,Tuesday,38,medium,1,0.151,medium
SHIP-10255,Gwalior Transit Hub,Jaipur Warehouse,548.55,272,expressway,Cloudy,low,standard,384.74,3,Tuesday,13,medium,0,0.3137,medium
SHIP-10256,Jaipur Warehouse,Delhi Warehouse Central,942.72,1191,city_road,Rain,low,standard,338.57,4,Friday,48,high,0,0.4092,high
SHIP-10257,Kota Transit Hub,Bhopal Central Hub,799.17,435,expressway,Rain,high,express,388.4,6,Wednesday,82,high,0,0.4182,high
SHIP-10258,Jaipur Warehouse,Indore Delivery Hub,145.16,168,state_road,Clear,very_high,standard,100.54,23,Monday,56,high,1,0.1535,high
SHIP-10259,Jaipur Warehouse,Delhi Warehouse Central,599.29,385,expressway,Thunderstorm,low,critical,129.04,17,Saturday,118,high,0,0.3789,critical
SHIP-10260,Jaipur Warehouse,Agra Transit Hub,659.33,467,expressway,Heavy Rain,high,critical,159.5,21,Wednesday,77,critical,0,0.2861,critical
SHIP-10261,Gwalior Transit Hub,Agra Transit Hub,532.42,594,state_road,Clear,high,standard,302.93,19,Friday,34,medium,0,0.1857,medium
SHIP-10262,Jaipur Warehouse,Indore Delivery Hub,662.63,554,state_road,Clear,low,standard,304.5,13,Saturday,11,low,0,0.14,low
SHIP-10263,Indore Delivery Hub,Kota Transit Hub,75.89,72,state_road,Cloudy,low,standard,105.1,7,Saturday,19,low,0,0.3514,low
SHIP-10264,Agra Transit Hub,Jaipur Warehouse,678.21,795,state_road,Cloudy,high,express,218.93,12,Thursday,31,medium,0,0.0085,high
SHIP-10265,Bhopal Central Hub,Kota Transit Hub,192.61,146,highway,Light Rain,high,standard,345.32,3,Saturday,50,high,0,0.3,high
SHIP-10266,Delhi Warehouse Central,Indore Delivery Hub,966.33,1727,city_road,Clear,moderate,standard,155.5,11,Monday,23,low,1,0.2541,low
SHIP-10267,Delhi Warehouse Central,Indore Delivery Hub,102.9,155,city_road,Light Rain,low,standard,38.66,2,Friday,21,medium,1,0.3474,medium
SHIP-10268,Bhopal Central Hub,Gwalior Transit Hub,680.92,813,state_road,Light Rain,moderate,critical,99.5,4,Friday,24,high,0,0.2788,high
SHIP-10269,Gwalior Transit Hub,Indore Delivery Hub,575.87,902,city_road,Clear,high,standard,83.2,3,Saturday,43,high,0,0.1525,medium
SHIP-10270,Jhansi Hub,Delhi Warehouse Central,331.39,452,city_road,Cloudy,moderate,express,316.34,14,Monday,20,medium,1,0.2606,medium
SHIP-10271,Gwalior Transit Hub,Kota Transit Hub,210.65,334,city_road,Clear,low,standard,35.21,4,Wednesday,9,medium,0,0.2721,low
SHIP-10272,Delhi Warehouse Central,Gwalior Transit Hub,700.89,918,city_road,Clear,high,standard,442.49,8,Thursday,35,medium,0,0.0648,medium
SHIP-10273,Delhi Warehouse Central,Bhopal Central Hub,636.88,550,state_road,Cloudy,moderate,express,43.11,13,Wednesday,20,medium,0,0.467,medium
SHIP-10274,Bhopal Central Hub,Jhansi Hub,790.91,481,expressway,Fog,high,standard,299.36,15,Tuesday,77,high,0,0.3581,high
SHIP-10275,Jaipur Warehouse,Gwalior Transit Hub,229.9,113,expressway,Clear,very_high,standard,464.84,2,Wednesday,62,high,0,0.4718,high
SHIP-10276,Gwalior Transit Hub,Bhopal Central Hub,228.04,157,expressway,Partly Cloudy,high,express,32.15,14,Tuesday,44,medium,0,0.1438,medium
SHIP-10277,Ujjain Hub,Indore Delivery Hub,627.95,415,highway,Partly Cloudy,very_high,standard,192.17,17,Monday,43,medium,0,0.0772,medium
SHIP-10278,Bhopal Central Hub,Kota Transit Hub,771.51,1288,city_road,Partly Cloudy,very_high,standard,164.64,17,Saturday,50,medium,0,0.1096,medium
SHIP-10279,Indore Delivery Hub,Jaipur Warehouse,811.93,787,state_road,Partly Cloudy,moderate,standard,172.76,13,Tuesday,23,low,0,0.7061,low
SHIP-10280,Delhi Warehouse Central,Gwalior Transit Hub,72.05,83,state_road,Light Rain,high,standard,300.56,6,Friday,58,medium,0,0.42,medium
SHIP-10281,Bhopal Central Hub,Gwalior Transit Hub,288.26,196,highway,Clear,high,express,131.79,19,Saturday,33,medium,0,0.3503,high
SHIP-10282,Gwalior Transit Hub,Jaipur Warehouse,623.76,747,state_road,Fog,moderate,standard,14.63,5,Saturday,72,high,0,0.3533,high
SHIP-10283,Delhi Warehouse Central,Gwalior Transit Hub,796.88,460,expressway,Clear,low,standard,481.18,15,Sunday,7,low,0,0.7103,low
SHIP-10284,Jhansi Hub,Kota Transit Hub,559.11,438,highway,Heavy Rain,moderate,standard,374.64,21,Saturday,95,critical,0,0.4493,critical
SHIP-10285,Bhopal Central Hub,Agra Transit Hub,321.62,364,state_road,Heavy Rain,low,standard,68.43,18,Sunday,72,high,0,0.2117,high
SHIP-10286,Kota Transit Hub,Bhopal Central Hub,709.16,603,highway,Cloudy,moderate,standard,228.12,8,Tuesday,23,medium,0,0.1822,low
SHIP-10287,Delhi Warehouse Central,Jhansi Hub,991.01,779,highway,Clear,low,standard,32.3,19,Friday,8,low,0,0.114,low
SHIP-10288,Gwalior Transit Hub,Indore Delivery Hub,163.89,171,state_road,Cloudy,very_high,express,14.9,0,Friday,73,high,0,0.4858,critical
SHIP-10289,Agra Transit Hub,Gwalior Transit Hub,851.5,556,expressway,Light Rain,moderate,critical,24.71,17,Wednesday,31,medium,0,0.3018,high
SHIP-10290,Ujjain Hub,Jhansi Hub,748.87,686,state_road,Heavy Rain,low,express,378.13,20,Saturday,49,high,0,0.0275,high
SHIP-10291,Jaipur Warehouse,Agra Transit Hub,765.72,1004,city_road,Cloudy,moderate,standard,223.02,13,Saturday,24,medium,0,0.6911,medium
SHIP-10292,Gwalior Transit Hub,Indore Delivery Hub,487.35,869,city_road,Partly Cloudy,low,standard,422.35,13,Thursday,10,low,1,0.4381,low
SHIP-10293,Indore Delivery Hub,Gwalior Transit Hub,172.05,159,state_road,Heavy Rain,high,express,153.3,7,Saturday,100,critical,0,0.0598,critical
SHIP-10294,Indore Delivery Hub,Jaipur Warehouse,262.21,130,expressway,Fog,moderate,standard,387.89,22,Wednesday,77,high,0,0.1327,high
SHIP-10295,Agra Transit Hub,Bhopal Central Hub,302.56,400,city_road,Light Rain,moderate,express,39.89,16,Sunday,25,medium,0,0.4355,medium
SHIP-10296,Jaipur Warehouse,Ujjain Hub,906.19,1318,city_road,Heavy Rain,high,express,317.92,17,Sunday,78,critical,1,0.4864,critical
SHIP-10297,Kota Transit Hub,Jhansi Hub,534.58,528,state_road,Cloudy,moderate,standard,180.94,14,Sunday,22,medium,0,0.6137,medium
SHIP-10298,Agra Transit Hub,Kota Transit Hub,458.57,545,state_road,Light Rain,high,standard,139.09,9,Wednesday,46,medium,1,0.0741,high
SHIP-10299,Agra Transit Hub,Kota Transit Hub,122.53,144,state_road,Light Rain,moderate,standard,407.74,19,Sunday,34,medium,0,0.3371,medium
SHIP-10300,Delhi Warehouse Central,Jaipur Warehouse,621.97,402,highway,Light Rain,moderate,standard,26.91,15,Friday,33,medium,0,0.261,medium
SHIP-10301,Indore Delivery Hub,Kota Transit Hub,209.08,182,highway,Partly Cloudy,moderate,express,474.82,6,Thursday,17,low,0,0.4765,low
SHIP-10302,Delhi Warehouse Central,Kota Transit Hub,677.63,539,highway,Cloudy,low,critical,392.99,16,Friday,10,low,0,0.506,medium
SHIP-10303,Ujjain Hub,Gwalior Transit Hub,832.35,800,state_road,Cloudy,low,critical,178.45,4,Saturday,18,medium,0,0.3433,medium
SHIP-10304,Jaipur Warehouse,Kota Transit Hub,309.3,210,expressway,Partly Cloudy,low,standard,495.68,17,Thursday,16,low,0,0.1516,low
SHIP-10305,Kota Transit Hub,Agra Transit Hub,468.45,761,city_road,Partly Cloudy,high,critical,102.04,13,Tuesday,41,medium,1,0.4413,high
SHIP-10306,Kota Transit Hub,Jhansi Hub,84.0,59,highway,Rain,high,express,201.8,17,Sunday,48,high,0,0.1687,high
SHIP-10307,Gwalior Transit Hub,Bhopal Central Hub,944.65,618,expressway,Cloudy,low,express,442.55,17,Friday,18,low,0,0.3638,low
SHIP-10308,Agra Transit Hub,Indore Delivery Hub,667.71,645,state_road,Clear,low,critical,498.41,14,Wednesday,10,low,0,0.1361,low
SHIP-10309,Ujjain Hub,Jaipur Warehouse,459.33,380,highway,Heavy Rain,very_high,standard,120.32,10,Friday,115,critical,0,0.1014,critical
SHIP-10310,Indore Delivery Hub,Gwalior Transit Hub,735.19,675,state_road,Heavy Rain,low,standard,371.81,4,Monday,68,high,0,0.6788,critical
SHIP-10311,Kota Transit Hub,Bhopal Central Hub,105.0,72,expressway,Cloudy,moderate,standard,153.56,15,Monday,29,medium,0,0.5266,medium
SHIP-10312,Ujjain Hub,Agra Transit Hub,65.85,57,highway,Clear,moderate,standard,383.47,7,Monday,20,low,1,0.1156,low
SHIP-10313,Jhansi Hub,Bhopal Central Hub,733.93,535,highway,Thunderstorm,high,standard,63.52,12,Wednesday,99,critical,0,0.4105,critical
SHIP-10314,Jhansi Hub,Ujjain Hub,625.65,440,highway,Heavy Rain,low,standard,168.75,21,Wednesday,75,high,0,0.5602,high
SHIP-10315,Delhi Warehouse Central,Jhansi Hub,650.23,536,highway,Clear,very_high,standard,38.42,16,Sunday,69,medium,0,0.526,high
SHIP-10316,Indore Delivery Hub,Jaipur Warehouse,480.97,289,expressway,Clear,moderate,standard,246.46,8,Monday,25,low,0,0.46,low
SHIP-10317,Gwalior Transit Hub,Jaipur Warehouse,493.0,365,highway,Partly Cloudy,low,critical,351.05,14,Saturday,15,low,0,0.5054,medium
SHIP-10318,Kota Transit Hub,Jhansi Hub,645.82,945,city_road,Light Rain,moderate,standard,189.93,6,Sunday,30,medium,0,0.3361,medium
SHIP-10319,Agra Transit Hub,Gwalior Transit Hub,310.87,492,city_road,Clear,moderate,standard,307.74,17,Wednesday,20,low,0,0.1933,low
SHIP-10320,Agra Transit Hub,Delhi Warehouse Central,992.13,1153,state_road,Cloudy,low,standard,284.97,13,Saturday,15,low,0,0.5663,low
SHIP-10321,Kota Transit Hub,Delhi Warehouse Central,260.13,214,highway,Partly Cloudy,very_high,standard,148.0,7,Wednesday,56,medium,0,0.5412,high
SHIP-10322,Jaipur Warehouse,Kota Transit Hub,948.09,1649,city_road,Heavy Rain,low,standard,243.9,1,Wednesday,46,high,0,0.3798,high
SHIP-10323,Gwalior Transit Hub,Agra Transit Hub,359.33,484,city_road,Partly Cloudy,high,standard,35.44,17,Monday,31,medium,0,0.3878,medium
SHIP-10324,Ujjain Hub,Delhi Warehouse Central,476.89,724,city_road,Cloudy,moderate,standard,230.5,3,Tuesday,26,high,1,0.3959,high
SHIP-10325,Jaipur Warehouse,Agra Transit Hub,662.38,475,expressway,Fog,low,express,229.64,23,Saturday,50,high,0,0.183,high
SHIP-10326,Jaipur Warehouse,Ujjain Hub,762.55,610,highway,Partly Cloudy,low,standard,15.33,22,Saturday,16,medium,0,0.1702,low
SHIP-10327,Delhi Warehouse Central,Kota Transit Hub,361.86,207,expressway,Partly Cloudy,moderate,express,257.42,1,Sunday,24,medium,0,0.414,medium
SHIP-10328,Jhansi Hub,Gwalior Transit Hub,454.98,273,expressway,Rain,high,express,369.11,9,Tuesday,52,high,0,0.5307,high
SHIP-10329,Jaipur Warehouse,Indore Delivery Hub,856.51,1426,city_road,Partly Cloudy,high,express,226.67,5,Thursday,39,high,0,0.0977,high
SHIP-10330,Jaipur Warehouse,Kota Transit Hub,760.06,1295,city_road,Heavy Rain,high,standard,323.37,10,Friday,66,critical,0,0.1103,high
SHIP-10331,Bhopal Central Hub,Delhi Warehouse Central,587.44,486,state_road,Clear,moderate,standard,266.68,19,Tuesday,20,medium,0,0.1344,low
SHIP-10332,Delhi Warehouse Central,Ujjain Hub,81.84,59,highway,Clear,low,standard,392.8,9,Thursday,11,low,0,0.6363,low
SHIP-10333,Indore Delivery Hub,Jaipur Warehouse,626.68,540,highway,Thunderstorm,very_high,standard,257.71,16,Tuesday,172,critical,0,0.2234,critical
SHIP-10334,Bhopal Central Hub,Kota Transit Hub,122.71,187,city_road,Cloudy,very_high,standard,166.47,23,Monday,47,high,0,0.3908,high
SHIP-10335,Bhopal Central Hub,Indore Delivery Hub,462.99,577,city_road,Light Rain,moderate,standard,413.96,7,Sunday,25,medium,0,0.0915,low
SHIP-10336,Kota Transit Hub,Indore Delivery Hub,379.1,238,highway,Clear,low,standard,34.74,5,Thursday,11,medium,0,0.2304,low
SHIP-10337,Jhansi Hub,Delhi Warehouse Central,769.88,664,state_road,Clear,high,standard,145.44,15,Monday,37,medium,0,0.4461,medium
SHIP-10338,Jaipur Warehouse,Kota Transit Hub,95.23,136,city_road,Heavy Rain,high,critical,296.15,9,Monday,111,critical,0,0.3713,critical
SHIP-10339,Jhansi Hub,Agra Transit Hub,762.91,835,state_road,Partly Cloudy,moderate,standard,428.16,22,Thursday,27,medium,0,0.0996,low
SHIP-10340,Gwalior Transit Hub,Jhansi Hub,880.01,456,expressway,Cloudy,moderate,standard,37.0,18,Saturday,32,medium,0,0.3232,medium
